model,acc,prec,rec,f1,auc
C0@0.5,0.9284836918454151,0.9242985490043591,0.931024531024531,0.9276493483819951,0.9719422279602055
C1@0.5,0.5019947415972145,0.49441841515583623,0.5003298289012574,0.4973565573770492,0.500319553700907
FusionV2,0.931244860875656,0.9421573405089306,0.9166563595135023,0.929231926609339,0.9691351151286065
